slug,canonical_slug,aliases,name,active,product_count,brand_review_count,brand_reviews_available,order_volume_label,order_volume_numeric,order_volume_tier,years_on_noths,months_on_noths,tenure_label,location,returns_address_full,brand_url,products_url,affiliate_url,reviews_per_1k_orders
lisaangeljewellery,lisaangeljewellery,,Lisa Angel,True,1365,43793,True,1.4M+,1400000,1M+,17,,17 years,"NORWICH, GB",,https://www.notonthehighstreet.com/partners/lisaangeljewellery,https://www.notonthehighstreet.com/partners/lisaangeljewellery/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Flisaangeljewellery,31.28
bloomboutique,bloomboutique,,Bloom Boutique,True,0,0,True,1.1M+,1100000,1M+,15,,15 years,,,https://www.notonthehighstreet.com/partners/bloomboutique,https://www.notonthehighstreet.com/partners/bloomboutique/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fbloomboutique,0.0
oakdenedesigns,oakdenedesigns,,Oakdene Designs,True,1095,24487,True,1.0M+,1000000,1M+,14,,14 years,"Surrey, GB",,https://www.notonthehighstreet.com/partners/oakdenedesigns,https://www.notonthehighstreet.com/partners/oakdenedesigns/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Foakdenedesigns,24.49
hurleyburley,hurleyburley,,Hurleyburley,True,992,23889,True,770K+,770000,500K+,18,,18 years,"London , GB",,https://www.notonthehighstreet.com/partners/hurleyburley,https://www.notonthehighstreet.com/partners/hurleyburley/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fhurleyburley,31.02
dibor,dibor,,Dibor,True,852,16395,True,710K+,710000,500K+,15,,15 years,"West Yorkshire, GB",,https://www.notonthehighstreet.com/partners/dibor,https://www.notonthehighstreet.com/partners/dibor/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fdibor,23.09
sophiavictoriajoy,sophiavictoriajoy,,Sophia Victoria Joy,True,1504,17476,True,680K+,680000,500K+,15,,15 years,"Hampshire, GB",,https://www.notonthehighstreet.com/partners/sophiavictoriajoy,https://www.notonthehighstreet.com/partners/sophiavictoriajoy/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fsophiavictoriajoy,25.7
theforestandco,theforestandco,,The Forest & Co,True,247,14573,True,520K+,520000,500K+,15,,15 years,"Devon, GB",,https://www.notonthehighstreet.com/partners/theforestandco,https://www.notonthehighstreet.com/partners/theforestandco/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Ftheforestandco,28.03
attic,attic,,attic,True,582,14438,True,510K+,510000,500K+,15,,15 years,"Dorset, GB",,https://www.notonthehighstreet.com/partners/attic,https://www.notonthehighstreet.com/partners/attic/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fattic,28.31
letterfest,letterfest,,Letterfest,True,190,17947,True,460K+,460000,250K+,16,,16 years,"North Devon , GB",,https://www.notonthehighstreet.com/partners/letterfest,https://www.notonthehighstreet.com/partners/letterfest/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fletterfest,39.02
creategiftlove,creategiftlove,,Create Gift Love,True,191,12933,True,450K+,450000,250K+,13,,13 years,"Ringwood, GB",,https://www.notonthehighstreet.com/partners/creategiftlove,https://www.notonthehighstreet.com/partners/creategiftlove/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcreategiftlove,28.74
ellieellie,ellieellie,,Ellie Ellie,True,1781,13235,True,420K+,420000,250K+,17,,17 years,"Pershore, GB",,https://www.notonthehighstreet.com/partners/ellieellie,https://www.notonthehighstreet.com/partners/ellieellie/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fellieellie,31.51
sparksanddaughters,sparksanddaughters,,Sparks And Daughters,True,491,11137,True,420K+,420000,250K+,14,,14 years,"Somerset, GB",,https://www.notonthehighstreet.com/partners/sparksanddaughters,https://www.notonthehighstreet.com/partners/sparksanddaughters/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fsparksanddaughters,26.52
dustandthings,dustandthings,,Dust and Things,True,719,11284,True,410K+,410000,250K+,11,,11 years,"Caerphilly, GB",,https://www.notonthehighstreet.com/partners/dustandthings,https://www.notonthehighstreet.com/partners/dustandthings/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fdustandthings,27.52
thealphabetgiftshop,thealphabetgiftshop,,The Alphabet Gift Shop,True,2386,10047,True,400K+,400000,250K+,16,,16 years,"Burton-on-Trent, GB",,https://www.notonthehighstreet.com/partners/thealphabetgiftshop,https://www.notonthehighstreet.com/partners/thealphabetgiftshop/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fthealphabetgiftshop,25.12
joybycorrinesmith,joybycorrinesmith,,Joy by Corrine Smith,True,700,8568,True,390K+,390000,250K+,12,,12 years,"Kilmarnock, GB",,https://www.notonthehighstreet.com/partners/joybycorrinesmith,https://www.notonthehighstreet.com/partners/joybycorrinesmith/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fjoybycorrinesmith,21.97
kutuu,kutuu,,Kutuu,True,199,10732,True,390K+,390000,250K+,13,,13 years,"Bath, GB",,https://www.notonthehighstreet.com/partners/kutuu,https://www.notonthehighstreet.com/partners/kutuu/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fkutuu,27.52
marthajackson,marthajackson,,Martha Jackson Sterling Silver,True,1319,12017,True,370K+,370000,250K+,12,,12 years,"Avon, GB",,https://www.notonthehighstreet.com/partners/marthajackson,https://www.notonthehighstreet.com/partners/marthajackson/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fmarthajackson,32.48
studiohop,studiohop,,Studio Hop,True,787,9253,True,370K+,370000,250K+,10,,10 years,"London, GB",,https://www.notonthehighstreet.com/partners/studiohop,https://www.notonthehighstreet.com/partners/studiohop/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fstudiohop,25.01
thedepartmentofgifting,thedepartmentofgifting,letteroom,The Department Of Gifting,True,599,12157,True,360K+,360000,250K+,16,,16 years,"Andover, GB",,https://www.notonthehighstreet.com/partners/thedepartmentofgifting,https://www.notonthehighstreet.com/partners/thedepartmentofgifting/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fthedepartmentofgifting,33.77
lovethelinks,lovethelinks,,Lovethelinks,True,725,12643,True,340K+,340000,250K+,14,,14 years,"Bucks, GB",,https://www.notonthehighstreet.com/partners/lovethelinks,https://www.notonthehighstreet.com/partners/lovethelinks/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Flovethelinks,37.19
twentyseven,twentyseven,,Twenty-Seven,True,804,8952,True,340K+,340000,250K+,13,,13 years,"City Of Edinburgh, GB",,https://www.notonthehighstreet.com/partners/twentyseven,https://www.notonthehighstreet.com/partners/twentyseven/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Ftwentyseven,26.33
carriagetrade,carriagetrade,,The Carriage Trade Company Ltd,True,202,16918,True,330K+,330000,250K+,16,,16 years,"Edinburgh, GB",,https://www.notonthehighstreet.com/partners/carriagetrade,https://www.notonthehighstreet.com/partners/carriagetrade/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcarriagetrade,51.27
modocreative,modocreative,,Made At The Mill,True,201,11382,True,320K+,320000,250K+,17,,17 years,"West Yorks, GB",,https://www.notonthehighstreet.com/partners/modocreative,https://www.notonthehighstreet.com/partners/modocreative/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fmodocreative,35.57
pogofandango,pogofandango,,Pogofandango,True,236,13935,True,320K+,320000,250K+,14,,14 years,"Cornwall, GB",,https://www.notonthehighstreet.com/partners/pogofandango,https://www.notonthehighstreet.com/partners/pogofandango/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fpogofandango,43.55
thechocolatelibrary,thechocolatelibrary,,Quirky Chocolate,True,1,10971,True,320K+,320000,250K+,16,,16 years,"Edinburgh, GB",,https://www.notonthehighstreet.com/partners/thechocolatelibrary,https://www.notonthehighstreet.com/partners/thechocolatelibrary/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fthechocolatelibrary,34.28
marthabrook,marthabrook,,Martha Brook,True,343,6657,True,310K+,310000,250K+,12,,12 years,"Verwood, GB",,https://www.notonthehighstreet.com/partners/marthabrook,https://www.notonthehighstreet.com/partners/marthabrook/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fmarthabrook,21.47
my1styears,my1styears,,My 1st Years,True,126,11030,True,310K+,310000,250K+,14,,14 years,"Northampton, GB",,https://www.notonthehighstreet.com/partners/my1styears,https://www.notonthehighstreet.com/partners/my1styears/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fmy1styears,35.58
hellolovely,hellolovely,thelittleboysroom,HELLO LOVELY,True,1222,7684,True,300K+,300000,250K+,14,,14 years,"Marlborough, GB",,https://www.notonthehighstreet.com/partners/hellolovely,https://www.notonthehighstreet.com/partners/hellolovely/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fhellolovely,25.61
jandsjewellery,jandsjewellery,,J&S Jewellery,True,184,10054,True,300K+,300000,250K+,13,,13 years,"Norfolk, GB",,https://www.notonthehighstreet.com/partners/jandsjewellery,https://www.notonthehighstreet.com/partners/jandsjewellery/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fjandsjewellery,33.51
myposhshop,myposhshop,,My Posh Shop,True,436,9567,True,300K+,300000,250K+,15,,15 years,"Stockport, GB",,https://www.notonthehighstreet.com/partners/myposhshop,https://www.notonthehighstreet.com/partners/myposhshop/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fmyposhshop,31.89
abodehomeandgifts,abodehomeandgifts,allthingsbrightonbeautiful,Abode Home & Gifts,True,970,6605,True,290K+,290000,250K+,15,,15 years,"Brighton, GB",,https://www.notonthehighstreet.com/partners/abodehomeandgifts,https://www.notonthehighstreet.com/partners/abodehomeandgifts/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fabodehomeandgifts,22.78
lucysworld,lucysworld,,FromLucy&Co,True,235,8612,True,290K+,290000,250K+,14,,14 years,"Devon, GB",,https://www.notonthehighstreet.com/partners/lucysworld,https://www.notonthehighstreet.com/partners/lucysworld/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Flucysworld,29.7
hurleyburleyman,hurleyburleyman,,Hurleyburley man,True,258,8422,True,290K+,290000,250K+,14,,14 years,"London, GB",,https://www.notonthehighstreet.com/partners/hurleyburleyman,https://www.notonthehighstreet.com/partners/hurleyburleyman/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fhurleyburleyman,29.04
thegiftedit,thegiftedit,mixpixie,The Gift Edit,True,84,5326,True,290K+,290000,250K+,13,,13 years,"Surrey, GB",,https://www.notonthehighstreet.com/partners/thegiftedit,https://www.notonthehighstreet.com/partners/thegiftedit/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fthegiftedit,18.37
gaamaa,gaamaa,,Gaamaa,True,415,9863,True,280K+,280000,250K+,16,,16 years,"CRANBROOK, GB",,https://www.notonthehighstreet.com/partners/gaamaa,https://www.notonthehighstreet.com/partners/gaamaa/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fgaamaa,35.23
marvlingbros,marvlingbros,,Marvling Bros Ltd.,True,169,8893,True,280K+,280000,250K+,12,,12 years,"Essex, GB",,https://www.notonthehighstreet.com/partners/marvlingbros,https://www.notonthehighstreet.com/partners/marvlingbros/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fmarvlingbros,31.76
penelopetom,penelopetom,,Penelopetom,True,502,8432,True,280K+,280000,250K+,16,,16 years,"Devon , GB",,https://www.notonthehighstreet.com/partners/penelopetom,https://www.notonthehighstreet.com/partners/penelopetom/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fpenelopetom,30.11
alphabetinteriors,alphabetinteriors,,Solesmith,True,1209,6190,True,280K+,280000,250K+,13,,13 years,"Burton-on-Trent, GB",,https://www.notonthehighstreet.com/partners/alphabetinteriors,https://www.notonthehighstreet.com/partners/alphabetinteriors/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Falphabetinteriors,22.11
claireclose,claireclose,,So Close,True,1403,5799,True,270K+,270000,250K+,14,,14 years,"Devon, GB",,https://www.notonthehighstreet.com/partners/claireclose,https://www.notonthehighstreet.com/partners/claireclose/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fclaireclose,21.48
wue,wue,,Wue,True,335,7868,True,270K+,270000,250K+,16,,16 years,"Oxfordshire, GB",,https://www.notonthehighstreet.com/partners/wue,https://www.notonthehighstreet.com/partners/wue/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fwue,29.14
cloudsandcurrents,cloudsandcurrents,,Clouds and Currents,True,563,7075,True,260K+,260000,250K+,13,,13 years,"WESTBURY, GB",,https://www.notonthehighstreet.com/partners/cloudsandcurrents,https://www.notonthehighstreet.com/partners/cloudsandcurrents/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcloudsandcurrents,27.21
nest,nest,,Nest Gifts,True,2241,6083,True,250K+,250000,250K+,16,,16 years,"Leicestershire, GB",,https://www.notonthehighstreet.com/partners/nest,https://www.notonthehighstreet.com/partners/nest/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fnest,24.33
selections,selections,,Garden Selections,True,47,6357,True,240K+,240000,100K+,11,,11 years,"Dorset, GB",,https://www.notonthehighstreet.com/partners/selections,https://www.notonthehighstreet.com/partners/selections/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fselections,26.49
mijmoj,mijmoj,,MijMoj Design,True,230,5334,True,240K+,240000,100K+,16,,16 years,"Flintshire, GB",,https://www.notonthehighstreet.com/partners/mijmoj,https://www.notonthehighstreet.com/partners/mijmoj/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fmijmoj,22.23
tillyanna,tillyanna,,Tillyanna,True,112,9063,True,240K+,240000,100K+,13,,13 years,"Monmouthshire, GB",,https://www.notonthehighstreet.com/partners/tillyanna,https://www.notonthehighstreet.com/partners/tillyanna/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Ftillyanna,37.76
noordinarygiftcompany,noordinarygiftcompany,,No Ordinary Gift,True,1064,5641,True,230K+,230000,100K+,11,,11 years,"Oxfordshire, GB",,https://www.notonthehighstreet.com/partners/noordinarygiftcompany,https://www.notonthehighstreet.com/partners/noordinarygiftcompany/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fnoordinarygiftcompany,24.53
sophiejonesjewellery,sophiejonesjewellery,,Sophie Jones Jewellery,True,437,7884,True,230K+,230000,100K+,15,,15 years,"Surrey, GB",,https://www.notonthehighstreet.com/partners/sophiejonesjewellery,https://www.notonthehighstreet.com/partners/sophiejonesjewellery/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fsophiejonesjewellery,34.28
duncanstewarttextiles,duncanstewarttextiles,,Duncan Stewart,True,590,4488,True,220K+,220000,100K+,10,,10 years,"West Sussex, GB",,https://www.notonthehighstreet.com/partners/duncanstewarttextiles,https://www.notonthehighstreet.com/partners/duncanstewarttextiles/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fduncanstewarttextiles,20.4
oflifeandlemons,oflifeandlemons,,Of Life & Lemons,True,818,5484,True,220K+,220000,100K+,12,,12 years,"Essex, GB",,https://www.notonthehighstreet.com/partners/oflifeandlemons,https://www.notonthehighstreet.com/partners/oflifeandlemons/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Foflifeandlemons,24.93
paperhigh,paperhigh,,Paper High,True,517,6916,True,220K+,220000,100K+,17,,17 years,"East Sussex, GB",,https://www.notonthehighstreet.com/partners/paperhigh,https://www.notonthehighstreet.com/partners/paperhigh/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fpaperhigh,31.44
sliceofpiedesigns,sliceofpiedesigns,,Slice of Pie Designs,True,1052,5547,True,220K+,220000,100K+,13,,13 years,"Cheshire, GB",,https://www.notonthehighstreet.com/partners/sliceofpiedesigns,https://www.notonthehighstreet.com/partners/sliceofpiedesigns/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fsliceofpiedesigns,25.21
thisisnessie,thisisnessie,,This Is Nessie,True,156,5322,True,220K+,220000,100K+,15,,15 years,"West Sussex, GB",,https://www.notonthehighstreet.com/partners/thisisnessie,https://www.notonthehighstreet.com/partners/thisisnessie/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fthisisnessie,24.19
edgeinspired,edgeinspired,,EdgeInspired,True,397,7068,True,210K+,210000,100K+,15,,15 years,"New Milton, GB",,https://www.notonthehighstreet.com/partners/edgeinspired,https://www.notonthehighstreet.com/partners/edgeinspired/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fedgeinspired,33.66
mollymae,mollymae,,Molly Mae®,True,539,6349,True,210K+,210000,100K+,13,,13 years,"Leicestershire, GB",,https://www.notonthehighstreet.com/partners/mollymae,https://www.notonthehighstreet.com/partners/mollymae/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fmollymae,30.23
poshtotty,poshtotty,,Posh Totty Designs,True,836,9090,True,210K+,210000,100K+,17,,17 years,"East Sussex, GB",,https://www.notonthehighstreet.com/partners/poshtotty,https://www.notonthehighstreet.com/partners/poshtotty/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fposhtotty,43.29
gingerray,gingerray,,Ginger Ray,True,488,6338,True,200K+,200000,100K+,13,,13 years,"Surrey, GB",,https://www.notonthehighstreet.com/partners/gingerray,https://www.notonthehighstreet.com/partners/gingerray/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fgingerray,31.69
herseysilversmiths,herseysilversmiths,,Hersey Silversmiths,True,186,8836,True,200K+,200000,100K+,17,,17 years,"Surrey , GB",,https://www.notonthehighstreet.com/partners/herseysilversmiths,https://www.notonthehighstreet.com/partners/herseysilversmiths/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fherseysilversmiths,44.18
coconutgrass,coconutgrass,,coconutgrass,True,34,7025,True,200K+,200000,100K+,14,,14 years,"Bedfordshire, GB",,https://www.notonthehighstreet.com/partners/coconutgrass,https://www.notonthehighstreet.com/partners/coconutgrass/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fcoconutgrass,35.12
auntiemims,auntiemims,,Signs For Life,True,8,7148,True,190K+,190000,100K+,14,,14 years,"Kent, GB",,https://www.notonthehighstreet.com/partners/auntiemims,https://www.notonthehighstreet.com/partners/auntiemims/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fauntiemims,37.62
beecycle,beecycle,,BEEcycle,True,74,4524,True,180K+,180000,100K+,15,,15 years,"Liverpool, GB",,https://www.notonthehighstreet.com/partners/beecycle,https://www.notonthehighstreet.com/partners/beecycle/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fbeecycle,25.13
heatheralsteaddesign,heatheralsteaddesign,,Heather Alstead Design,True,771,4172,True,180K+,180000,100K+,13,,13 years,"North Yorkshire, GB",,https://www.notonthehighstreet.com/partners/heatheralsteaddesign,https://www.notonthehighstreet.com/partners/heatheralsteaddesign/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fheatheralsteaddesign,23.18
sundaysdaughter,sundaysdaughter,,Sunday's Daughter,True,624,2983,True,180K+,180000,100K+,11,,11 years,"County, GB",,https://www.notonthehighstreet.com/partners/sundaysdaughter,https://www.notonthehighstreet.com/partners/sundaysdaughter/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fsundaysdaughter,16.57
thegluttonousgardener,thegluttonousgardener,,The Gluttonous Gardener,True,193,4466,True,180K+,180000,100K+,19,,19 years,"London, GB",,https://www.notonthehighstreet.com/partners/thegluttonousgardener,https://www.notonthehighstreet.com/partners/thegluttonousgardener/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fthegluttonousgardener,24.81
therusticdish,therusticdish,,The Rustic Dish®,True,173,5278,True,180K+,180000,100K+,14,,14 years,"Essex, GB",,https://www.notonthehighstreet.com/partners/therusticdish,https://www.notonthehighstreet.com/partners/therusticdish/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Ftherusticdish,29.32
bankslyonbotanical,bankslyonbotanical,,Banks-Lyon Botanical,True,51,3581,True,170K+,170000,100K+,11,,11 years,"Lancashire, GB",,https://www.notonthehighstreet.com/partners/bankslyonbotanical,https://www.notonthehighstreet.com/partners/bankslyonbotanical/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fbankslyonbotanical,21.06
bombus,bombus,,Bombus,True,657,7001,True,170K+,170000,100K+,19,,19 years,"Kent , GB",,https://www.notonthehighstreet.com/partners/bombus,https://www.notonthehighstreet.com/partners/bombus/products,https://www.awin1.com/cread.php?awinmid=18484&awinaffid=1018637&clickref=MostReviewed&ued=https%3A%2F%2Fwww.notonthehighstreet.com%2Fpartners%2Fbombus,41.18
